title,region,region_name,region_parent_name,property_size,bedrooms,bathrooms,furnishing,is_boost,price
5bdrm Duplex in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),650.0,5.0,5.0,Unfurnished,enterprise,230000000
Furnished 5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,500.0,5.0,5.0,Furnished,diamond,520000000
"2bdrm Apartment in A Secured Gated, Ologolo for sale","Lekki, Ologolo",Ologolo,Lagos State,300.0,2.0,2.0,Unfurnished,diamond,90000000
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,550000000
Studio Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,300.0,1.0,1.0,Unfurnished,enterprise,175000000
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,260000000
7bdrm Block of Flats in Aiyeteju for sale,"Ibeju, Aiyeteju",Aiyeteju,Lagos State,500.0,7.0,7.0,Unfurnished,diamond,25000000
"Furnished 6bdrm Duplex in Serene And Secured, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,380.0,6.0,6.0,Furnished,diamond,390000000
"4bdrm Duplex in A Well Secured, Ikota for sale","Lekki, Ikota",Ikota,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,150000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,350.0,4.0,4.0,Unfurnished,diamond,150000000
4bdrm Maisonette in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,550000000
"5bdrm Duplex in Peace Garden Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Lagos State,450.0,5.0,5.0,Unfurnished,enterprise,250000000
3bdrm Apartment in Ikate Lekki for sale,"Lekki, Ikate",Ikate,Lagos State,400.0,3.0,3.0,Unfurnished,enterprise,200000000
Furnished 3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,3.0,3.0,Furnished,enterprise,450000000
"3bdrm Apartment in Gated And Secured, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,120.0,3.0,3.0,Unfurnished,diamond,85000000
"3bdrm Bungalow in Agric, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,300.0,3.0,3.0,Semi-Furnished,diamond,26000000
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,290000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,200.0,4.0,4.0,Unfurnished,enterprise,155000000
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,305000000
2bdrm Apartment in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),3000.0,2.0,2.0,Unfurnished,vip_gold,55000000
"3bdrm Apartment in The Cube, Mabushi for sale","Abuja (Fct), Mabushi",Mabushi,Abuja (Fct),120.0,3.0,3.0,Semi-Furnished,diamond,130000000
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,648.0,4.0,4.0,Furnished,diamond,550000000
"Furnished 4bdrm Duplex in A Secured Code To, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,350.0,4.0,5.0,Furnished,diamond,250000000
4bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,350000000
2bdrm Apartment in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,130000000
2bdrm Apartment in Agungi for sale,"Lekki, Agungi",Agungi,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,110000000
5bdrm Duplex in Blue Gate Estate for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,900.0,5.0,6.0,Unfurnished,enterprise,330000000
Furnished 5bdrm Duplex in Omole Phase 1 for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,300.0,5.0,5.0,Furnished,diamond,600000000
"2bdrm Apartment in A Well Secured, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,350.0,2.0,3.0,Unfurnished,diamond,180000000
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,270000000
3bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,3.0,3.0,Unfurnished,enterprise,240000000
5bdrm House in Mabushi for sale,"Abuja (Fct), Mabushi",Mabushi,Abuja (Fct),700.0,5.0,6.0,Unfurnished,vip_gold,315000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,250000000
5bdrm Duplex in Kubwa for sale,"Abuja (Fct), Kubwa",Kubwa,Abuja (Fct),650.0,5.0,5.0,Unfurnished,vip_gold,148000000
"5bdrm Duplex in Salami Somade Estate, Basorun for sale","Ibadan, Basorun",Basorun,Oyo State,500.0,5.0,6.0,Semi-Furnished,enterprise,110000000
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,250000000
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,220000000
4bdrm Duplex in Peace Garden Estate for sale,"Ajah, Crown Estate",Crown Estate,Lagos State,450.0,4.0,4.0,Semi-Furnished,enterprise,350000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,150000000
Studio Apartment in Gwarinpa for sale,"Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),350.0,1.0,1.0,Unfurnished,vip_gold,55000000
"2bdrm Apartment in Bera Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,300.0,2.0,3.0,Unfurnished,enterprise,80000000
6bdrm Duplex in Agodi Gra for sale,"Ibadan, Agodi",Agodi,Oyo State,600.0,6.0,7.0,Unfurnished,enterprise,190000000
3bdrm Block of Flats in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,800.0,3.0,3.0,Unfurnished,diamond,80000000
"5bdrm Duplex in A Secured Code To, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,450.0,5.0,6.0,Unfurnished,diamond,280000000
"5bdrm Duplex in A Well Secured, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,400.0,5.0,6.0,Unfurnished,diamond,240000000
4bdrm Duplex in Lugbe District for sale,"Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),350.0,4.0,5.0,Unfurnished,vip_gold,60000000
"4bdrm Bungalow in Niyi Ishola Estate, Akala Express for sale","Ibadan, Akala Express",Akala Express,Oyo State,550.0,4.0,5.0,Semi-Furnished,enterprise,85000000
"3bdrm Bungalow in Efab Queens, Gwarinpa for sale","Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),600.0,3.0,3.0,Semi-Furnished,diamond,150000000
3bdrm Block of Flats in Durumi for sale,"Abuja (Fct), Durumi",Durumi,Abuja (Fct),2000.0,3.0,3.0,Unfurnished,enterprise,90000000
5bdrm Duplex in Idu Industrial for sale,"Abuja (Fct), Idu Industrial",Idu Industrial,Abuja (Fct),650.0,5.0,5.0,Unfurnished,enterprise,35000000
4bdrm Duplex in Galadimawa for sale,"Abuja (Fct), Galadimawa",Galadimawa,Abuja (Fct),650.0,4.0,4.0,Unfurnished,enterprise,270000000
Furnished 4bdrm Duplex in Divine Homes Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Lagos State,300.0,4.0,4.0,Furnished,diamond,130000000
"3bdrm Apartment in A Well Secured, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,400.0,3.0,4.0,Unfurnished,diamond,250000000
5bdrm Duplex in VGC / Ajah for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,400000000
3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,3.0,3.0,Unfurnished,enterprise,150000000
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,270000000
2bdrm Apartment in Sabon Lugbe for sale,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,500.0,2.0,2.0,Unfurnished,vip_gold,100000000
"3bdrm Bungalow in Oloola Estate, Akala Express for sale","Ibadan, Akala Express",Akala Express,Oyo State,500.0,3.0,4.0,Unfurnished,enterprise,35000000
"4bdrm Duplex in Chief Lateef Oyelade, Oluyole Estate for sale","Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,600.0,4.0,5.0,Unfurnished,enterprise,150000000
"Furnished 7bdrm Duplex in Providence Estate, Eleyele for sale","Ibadan, Eleyele",Eleyele,Oyo State,800.0,7.0,9.0,Furnished,enterprise,350000000
5bdrm Duplex in Ikotun for sale,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,300.0,5.0,5.0,Semi-Furnished,diamond,65000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,350.0,4.0,4.0,Unfurnished,diamond,150000000
4bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Lagos State,800.0,4.0,4.0,Semi-Furnished,diamond,400000000
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,420000000
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,450000000
3bdrm Block of Flats in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),200.0,3.0,3.0,Unfurnished,diamond,65000000
1bdrm Apartment in Kubwa for sale,"Abuja (Fct), Kubwa",Kubwa,Abuja (Fct),500.0,1.0,2.0,Unfurnished,vip_gold,38000000
4bdrm Duplex in Jericho Gra for sale,"Ibadan, Jericho",Jericho,Oyo State,450.0,4.0,5.0,Semi-Furnished,enterprise,140000000
4bdrm Duplex in Yemoja Estate. for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,600.0,4.0,5.0,Semi-Furnished,enterprise,385000000
"7bdrm Bungalow in Golden Estate, Ajara, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,600.0,7.0,6.0,Unfurnished,enterprise,45000000
"Furnished 3bdrm Bungalow in Efab Verizon, Karsana for sale","Gwagwa, Karsana",Karsana,Abuja (Fct),513.0,3.0,3.0,Furnished,diamond,185000000
"5bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,400.0,5.0,5.0,Unfurnished,diamond,450000000
"2bdrm Apartment in A Well Secured, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,350.0,2.0,2.0,Unfurnished,diamond,180000000
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,350000000
4bdrm Duplex in Palm Garden Estate for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,600.0,4.0,5.0,Semi-Furnished,enterprise,190000000
8bdrm House in Awoyaya for sale,"Ibeju, Awoyaya",Awoyaya,Lagos State,700.0,8.0,5.0,Unfurnished,diamond,110000000
19bdrm Block of Flats in Awoyaya for sale,"Ibeju, Awoyaya",Awoyaya,Lagos State,660.0,19.0,19.0,Unfurnished,diamond,370000000
4bdrm Duplex in Garki 2 for sale,"Abuja (Fct), Garki 2",Garki 2,Abuja (Fct),350.0,4.0,4.0,Unfurnished,enterprise,350000000
3bdrm Block of Flats in Kaura for sale,"Abuja (Fct), Kaura",Kaura,Abuja (Fct),300.0,3.0,3.0,Unfurnished,enterprise,120000000
"4bdrm Duplex in A Well Secured, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,400.0,4.0,5.0,Unfurnished,diamond,200000000
"4bdrm Duplex in A Well Secured Call, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,380.0,4.0,5.0,Unfurnished,diamond,165000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,400.0,4.0,5.0,Unfurnished,diamond,205000000
"5bdrm Duplex in A Secured Code To, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,500.0,5.0,6.0,Unfurnished,diamond,280000000
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,3.0,3.0,Unfurnished,enterprise,350000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,170000000
2bdrm Apartment in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,125000000
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,400.0,4.0,5.0,Unfurnished,enterprise,270000000
4bdrm Duplex in Jericho Gra for sale,"Ibadan, Jericho",Jericho,Oyo State,600.0,4.0,5.0,Unfurnished,enterprise,200000000
"4bdrm Duplex in Okebadan Estate, for sale","Ibadan, Akobo",Akobo,Oyo State,600.0,4.0,5.0,Unfurnished,enterprise,130000000
"2bdrm Block of Flats in Erifun, Federal Poly for sale","Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,1296.0,2.0,2.0,Unfurnished,vip_gold,25000000
2bdrm Block of Flats in Guzape District for sale,"Abuja (Fct), Guzape District",Guzape District,Abuja (Fct),300.0,2.0,2.0,Unfurnished,enterprise,200000000
"4bdrm Maisonette in A Well Secured, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,400.0,4.0,4.0,Unfurnished,diamond,280000000
4bdrm Maisonette in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,450000000
4bdrm Duplex in Kaura for sale,"Abuja (Fct), Kaura",Kaura,Abuja (Fct),450.0,4.0,5.0,Unfurnished,vip_gold,150000000
3bdrm Apartment in Asokoro for sale,"Abuja (Fct), Asokoro",Asokoro,Abuja (Fct),350.0,3.0,4.0,Semi-Furnished,vip_gold,165000000
1bdrm Room & Parlour in Kiami for sale,"Lugbe District, Kiami",Kiami,Lagos State,350.0,1.0,2.0,Semi-Furnished,vip_gold,25000000
"4bdrm Duplex in Unity Estate, Eleyele for sale","Ibadan, Eleyele",Eleyele,Oyo State,600.0,4.0,5.0,Semi-Furnished,enterprise,90000000
"4bdrm Bungalow in Salami Somade Estate, Basorun for sale","Ibadan, Basorun",Basorun,Oyo State,450.0,4.0,5.0,Unfurnished,enterprise,50000000
"3bdrm Bungalow in Ìgbàgbọ Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,500.0,3.0,4.0,Semi-Furnished,enterprise,45000000
4bdrm Duplex in Kaura for sale,"Abuja (Fct), Kaura",Kaura,Abuja (Fct),380.0,4.0,4.0,Unfurnished,enterprise,130000000
5bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,500.0,5.0,5.0,Semi-Furnished,diamond,320000000
"5bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,450.0,5.0,5.0,Unfurnished,diamond,380000000
"5bdrm Duplex in A Well Secured, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,400.0,5.0,6.0,Unfurnished,diamond,600000000
4bdrm Duplex in Abraham Adesanya for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,350.0,4.0,4.0,Unfurnished,enterprise,150000000
2bdrm Apartment in Kubwa for sale,"Abuja (Fct), Kubwa",Kubwa,Abuja (Fct),350.0,2.0,2.0,Unfurnished,vip_gold,60000000
"3bdrm Bungalow in Peculiar Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,534.0,3.0,4.0,Semi-Furnished,enterprise,40000000
8bdrm Bungalow in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,660.0,8.0,8.0,Unfurnished,diamond,38000000
"5bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,500.0,5.0,6.0,Unfurnished,diamond,330000000
"5bdrm Duplex in A Well Serene And, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,450.0,5.0,5.0,Unfurnished,diamond,600000000
5bdrm Duplex in Crown Estate for sale,"Ajah, Sangotedo",Sangotedo,Lagos State,700.0,5.0,5.0,Unfurnished,enterprise,180000000
"5bdrm Penthouse in Carlton Gate Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,3600.0,5.0,6.0,Semi-Furnished,enterprise,180000000
5bdrm Duplex in Guzape District for sale,"Abuja (Fct), Guzape District",Guzape District,Abuja (Fct),550.0,5.0,5.0,Unfurnished,enterprise,400000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,400.0,4.0,4.0,Unfurnished,diamond,165000000
5bdrm Duplex in VGC / Ajah for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,200.0,5.0,5.0,Unfurnished,enterprise,490000000
5bdrm Duplex in Malami Estate for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,600.0,5.0,6.0,Semi-Furnished,enterprise,300000000
"4bdrm Bungalow in Dss Quarters, Jericho for sale","Ibadan, Jericho",Jericho,Oyo State,504.0,4.0,5.0,Semi-Furnished,enterprise,85000000
8bdrm Block of Flats in Awoyaya for sale,"Ibeju, Awoyaya",Awoyaya,Lagos State,350.0,8.0,8.0,Unfurnished,diamond,90000000
4bdrm Duplex in Guzape District for sale,"Abuja (Fct), Guzape District",Guzape District,Abuja (Fct),350.0,4.0,4.0,Unfurnished,enterprise,350000000
Furnished 5bdrm Duplex in Igbogbo for sale,"Ikorodu, Igbogbo",Igbogbo,Lagos State,328.0,5.0,5.0,Furnished,diamond,67000000
4bdrm Maisonette in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,600000000
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,2.0,2.0,Semi-Furnished,enterprise,190000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,140000000
5bdrm Bungalow in Obio-Akpor for sale,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,465.0,5.0,7.0,Unfurnished,diamond,29000000
2bdrm Apartment in Wuye for sale,"Abuja (Fct), Wuye",Wuye,Abuja (Fct),500.0,2.0,2.0,Unfurnished,vip_gold,100000000
5bdrm Duplex in Oluyole Estate for sale,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,600.0,5.0,6.0,Unfurnished,enterprise,300000000
"4bdrm Duplex in Engr Lere Adigun Gra, Basorun for sale","Ibadan, Basorun",Basorun,Oyo State,600.0,4.0,5.0,Unfurnished,enterprise,250000000
2bdrm Apartment in Kuje for sale,"Abuja (Fct), Kuje",Kuje,Abuja (Fct),200.0,2.0,3.0,Unfurnished,diamond,30000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,260000000
"2bdrm Apartment in Strategic Location, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,350.0,2.0,2.0,Unfurnished,diamond,135000000
"1bdrm Apartment in A Well Secured, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,300.0,1.0,2.0,Unfurnished,diamond,40000000
3bdrm Penthouse in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,200.0,3.0,3.0,Unfurnished,enterprise,350000000
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,460000000
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,260000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,145000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,180000000
4bdrm Maisonette in Asokoro for sale,"Abuja (Fct), Asokoro",Asokoro,Abuja (Fct),400.0,4.0,4.0,Semi-Furnished,vip_gold,350000000
"7bdrm Bungalow in Airforce Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,1200.0,7.0,7.0,Unfurnished,enterprise,200000000
10bdrm Block of Flats in Anfani Main Road for sale,"Ibadan, Rind Road",Rind Road,Oyo State,600.0,10.0,6.0,Unfurnished,enterprise,65000000
"1bdrm Apartment in A Well Secured, Ologolo for sale","Lekki, Ologolo",Ologolo,Lagos State,300.0,1.0,1.0,Unfurnished,diamond,65000000
4bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,260000000
2bdrm Apartment in Agungi for sale,"Lekki, Agungi",Agungi,Lagos State,300.0,2.0,2.0,Unfurnished,enterprise,100000000
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,130000000
4bdrm House in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),450.0,4.0,4.0,Semi-Furnished,vip_gold,300000000
"3bdrm Bungalow in Gbenku Estate, Iwo Road for sale","Ibadan, Iwo Road",Iwo Road,Oyo State,450.0,3.0,4.0,Unfurnished,enterprise,20000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,380.0,4.0,4.0,Unfurnished,diamond,150000000
"2bdrm Apartment in A Well Secured, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,300.0,2.0,2.0,Unfurnished,diamond,150000000
"4bdrm Duplex in A Well Secured Code, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,350.0,4.0,5.0,Unfurnished,diamond,155000000
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa London",Osapa London,Lagos State,440.0,5.0,5.0,Unfurnished,enterprise,450000000
"Furnished 1bdrm Apartment in Paradise Court, Karmo for sale","Abuja (Fct), Karmo",Karmo,Abuja (Fct),500.0,1.0,1.0,Furnished,vip_gold,38000000
2bdrm Apartment in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),250.0,2.0,2.0,Unfurnished,vip_gold,85000000
"4bdrm Bungalow in Ifesowapo Estate,, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,918.0,4.0,5.0,Semi-Furnished,enterprise,130000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,400.0,4.0,4.0,Unfurnished,diamond,300000000
"5bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,450.0,5.0,5.0,Unfurnished,diamond,550000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,210000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Unfurnished,enterprise,165000000
4bdrm Duplex in Vgc Extention for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,350.0,4.0,4.0,Unfurnished,enterprise,250000000
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lagos State,300.0,5.0,5.0,Unfurnished,enterprise,680000000
3bdrm Duplex in Kubwa for sale,"Abuja (Fct), Kubwa",Kubwa,Abuja (Fct),550.0,3.0,3.0,Unfurnished,vip_gold,86000000
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),700.0,7.0,8.0,Semi-Furnished,vip_gold,570000000
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,450.0,4.0,5.0,Semi-Furnished,enterprise,210000000
Furnished 5bdrm Duplex in Agodi Gra for sale,"Ibadan, Agodi",Agodi,Oyo State,600.0,5.0,6.0,Furnished,enterprise,320000000
"3bdrm Block of Flats in Housing Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,1000.0,3.0,2.0,Unfurnished,False,550000000
4bdrm Duplex in Gaduwa for sale,"Abuja (Fct), Gaduwa",Gaduwa,Abuja (Fct),350.0,4.0,4.0,Unfurnished,enterprise,250000000
"6bdrm Duplex in A Well Secured, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,500.0,6.0,6.0,Unfurnished,diamond,260000000
"4bdrm Duplex in A Well Secured, Ikota for sale","Lekki, Ikota",Ikota,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,200000000
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lagos State,200.0,4.0,4.0,Unfurnished,enterprise,160000000
6bdrm Apartment in Galadimawa for sale,"Abuja (Fct), Galadimawa",Galadimawa,Abuja (Fct),450.0,6.0,6.0,Unfurnished,vip_gold,125000000
6bdrm Penthouse in Agodi Gra for sale,"Ibadan, Agodi",Agodi,Oyo State,500.0,6.0,7.0,Semi-Furnished,enterprise,500000000
3bdrm Block of Flats in Computer Village for sale,"Ikeja, Computer Village",Computer Village,Lagos State,650.0,3.0,3.0,Semi-Furnished,diamond,600000000
4bdrm Duplex in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Abuja (Fct),500.0,4.0,4.0,Semi-Furnished,diamond,300000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Lagos State,400.0,4.0,5.0,Unfurnished,diamond,200000000
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,3.0,3.0,Unfurnished,enterprise,380000000
9bdrm Block of Flats in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Abuja (Fct),750.0,9.0,10.0,Unfurnished,vip_gold,350000000
"4bdrm Duplex in 📍 Carlton Gate, Akobo for sale","Ibadan, Akobo",Akobo,Oyo State,600.0,4.0,5.0,Unfurnished,enterprise,210000000
4bdrm Duplex in Dakwo District for sale,"Abuja (Fct), Dakwo District",Dakwo District,Abuja (Fct),400.0,4.0,4.0,Semi-Furnished,diamond,300000000
